"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules"
"L14389","resultWarningsEventType","com.serotonin.mango.rt.publish.httpSender.HttpSenderRT.resultWarningsEventType;Lcom/serotonin/mango/rt/event/type/EventType;","L14372","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\httpSender\HttpSenderRT.java","61","5","61","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14391","vo","com.serotonin.mango.rt.publish.httpSender.HttpSenderRT.vo;Lcom/serotonin/mango/vo/publish/httpSender/HttpSenderVO;","L14372","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\httpSender\HttpSenderRT.java","63","5","63","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14534","LOG","com.serotonin.mango.rt.publish.pachube.PachubeSenderRT.LOG;LLog;","L14533","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\pachube\PachubeSenderRT.java","47","5","47","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14537","MAX_FAILURES","com.serotonin.mango.rt.publish.pachube.PachubeSenderRT.MAX_FAILURES;I","L14533","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\pachube\PachubeSenderRT.java","48","5","48","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14538","SEND_EXCEPTION_EVENT","com.serotonin.mango.rt.publish.pachube.PachubeSenderRT.SEND_EXCEPTION_EVENT;I","L14533","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\pachube\PachubeSenderRT.java","50","5","50","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14539","sendExceptionEventType","com.serotonin.mango.rt.publish.pachube.PachubeSenderRT.sendExceptionEventType;Lcom/serotonin/mango/rt/event/type/EventType;","L14533","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\pachube\PachubeSenderRT.java","52","5","52","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14541","vo","com.serotonin.mango.rt.publish.pachube.PachubeSenderRT.vo;Lcom/serotonin/mango/vo/publish/pachube/PachubeSenderVO;","L14533","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\pachube\PachubeSenderRT.java","54","5","54","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14545","httpClient","com.serotonin.mango.rt.publish.pachube.PachubeSenderRT.httpClient;LHttpClient;","L14533","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\pachube\PachubeSenderRT.java","55","5","55","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14600","PUBLISHER_SOCKET_TIMEOUT","com.serotonin.mango.rt.publish.persistent.Packet.PUBLISHER_SOCKET_TIMEOUT;I","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","19","5","19","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10509","DATA_SOURCE_SOCKET_TIMEOUT","com.serotonin.mango.rt.publish.persistent.Packet.DATA_SOURCE_SOCKET_TIMEOUT;I","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","20","5","20","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14601","TEST_PACKET_SEND_DELAY","com.serotonin.mango.rt.publish.persistent.Packet.TEST_PACKET_SEND_DELAY;I","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","21","5","21","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14602","PAYLOAD_READ_TIMEOUT","com.serotonin.mango.rt.publish.persistent.Packet.PAYLOAD_READ_TIMEOUT;I","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","23","5","23","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14603","PAYLOAD_READ_BUFFER","com.serotonin.mango.rt.publish.persistent.Packet.PAYLOAD_READ_BUFFER;[B","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","24","5","24","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14604","CHARSET","com.serotonin.mango.rt.publish.persistent.Packet.CHARSET;Ljava/nio/charset/Charset;","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","25","5","25","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10534","EMPTY","com.serotonin.mango.rt.publish.persistent.Packet.EMPTY;[B","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","27","5","27","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14605","packetPool","com.serotonin.mango.rt.publish.persistent.Packet.packetPool;LObjectPool;","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","33","5","38","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14620","type","com.serotonin.mango.rt.publish.persistent.Packet.type;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","237","5","237","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14622","payload","com.serotonin.mango.rt.publish.persistent.Packet.payload;LByteQueue;","L10512","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\Packet.java","238","5","238","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10519","VERSION","com.serotonin.mango.rt.publish.persistent.PacketType.VERSION;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","4","5","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10527","AUTH_KEY","com.serotonin.mango.rt.publish.persistent.PacketType.AUTH_KEY;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","4","24","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10536","POINT","com.serotonin.mango.rt.publish.persistent.PacketType.POINT;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","4","44","4","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10581","DATA","com.serotonin.mango.rt.publish.persistent.PacketType.DATA;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","4","61","4","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10564","CLOSE","com.serotonin.mango.rt.publish.persistent.PacketType.CLOSE;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","4","77","4","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10497","ABORT","com.serotonin.mango.rt.publish.persistent.PacketType.ABORT;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","4","94","4","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10566","TEST","com.serotonin.mango.rt.publish.persistent.PacketType.TEST;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","4","111","5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10568","RANGE_COUNT","com.serotonin.mango.rt.publish.persistent.PacketType.RANGE_COUNT;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","5","24","5","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10575","POINT_UPDATE","com.serotonin.mango.rt.publish.persistent.PacketType.POINT_UPDATE;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","5","47","5","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10577","POINT_HIERARCHY","com.serotonin.mango.rt.publish.persistent.PacketType.POINT_HIERARCHY;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","5","71","5","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14709","id","com.serotonin.mango.rt.publish.persistent.PacketType.id;B","L14615","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PacketType.java","31","5","31","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14717","serialVersionUID","com.serotonin.mango.rt.publish.persistent.PayloadReadTimeoutException.serialVersionUID;J","L10545","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PayloadReadTimeoutException.java","6","5","6","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14718","type","com.serotonin.mango.rt.publish.persistent.PayloadReadTimeoutException.type;Lcom/serotonin/mango/rt/publish/persistent/PacketType;","L10545","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PayloadReadTimeoutException.java","8","5","8","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14719","length","com.serotonin.mango.rt.publish.persistent.PayloadReadTimeoutException.length;I","L10545","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PayloadReadTimeoutException.java","9","5","9","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14720","payload","com.serotonin.mango.rt.publish.persistent.PayloadReadTimeoutException.payload;[B","L10545","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PayloadReadTimeoutException.java","10","5","10","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14729","serialVersionUID","com.serotonin.mango.rt.publish.persistent.PersistentAbortException.serialVersionUID;J","L10504","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentAbortException.java","6","5","6","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14730","localizableMessage","com.serotonin.mango.rt.publish.persistent.PersistentAbortException.localizableMessage;LLocalizableMessage;","L10504","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentAbortException.java","8","5","8","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14734","serialVersionUID","com.serotonin.mango.rt.publish.persistent.PersistentProtocolException.serialVersionUID;J","L10487","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentProtocolException.java","4","5","4","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14743","LOG","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.LOG;LLog;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","53","5","53","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14746","CONNECTION_FAILED_EVENT","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.CONNECTION_FAILED_EVENT;I","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","55","5","55","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14747","PROTOCOL_FAILURE_EVENT","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.PROTOCOL_FAILURE_EVENT;I","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","56","5","56","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14748","CONNECTION_ABORTED_EVENT","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.CONNECTION_ABORTED_EVENT;I","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","57","5","57","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14749","CONNECTION_LOST_EVENT","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.CONNECTION_LOST_EVENT;I","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","58","5","58","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14750","SYNC_COMPLETION_EVENT","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.SYNC_COMPLETION_EVENT;I","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","59","5","59","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14751","connectionFailedEventType","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.connectionFailedEventType;Lcom/serotonin/mango/rt/event/type/EventType;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","61","5","61","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14753","protocolFailureEventType","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.protocolFailureEventType;Lcom/serotonin/mango/rt/event/type/EventType;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","62","5","62","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14755","connectionAbortedEventType","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.connectionAbortedEventType;Lcom/serotonin/mango/rt/event/type/EventType;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","63","5","63","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14757","connectionLostEventType","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.connectionLostEventType;Lcom/serotonin/mango/rt/event/type/EventType;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","64","5","64","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14759","syncCompletionEventType","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.syncCompletionEventType;Lcom/serotonin/mango/rt/event/type/EventType;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","65","5","65","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14761","vo","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.vo;Lcom/serotonin/mango/vo/publish/persistent/PersistentSenderVO;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","67","5","67","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14765","sendThread","com.serotonin.mango.rt.publish.persistent.PersistentSenderRT.sendThread;Lcom/serotonin/mango/rt/publish/persistent/PersistentSenderRT$PersistentSendThread;","L14736","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\rt\publish\persistent\PersistentSenderRT.java","68","5","68","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17172","from","com.serotonin.mango.view.conversion.Conversions$ConversionType.from;Ljava/lang/Integer;","L17117","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\conversion\Conversions.java","85","9","85","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17173","to","com.serotonin.mango.view.conversion.Conversions$ConversionType.to;Ljava/lang/Integer;","L17117","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\conversion\Conversions.java","86","9","86","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19096","TYPE","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.TYPE;Lcom/serotonin/mango/vo/dataSource/DataSourceVO$Type;","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","51","5","51","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19099","EVENT_CODES","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.EVENT_CODES;Lcom/serotonin/mango/util/ExportCodes;","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","64","5","64","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19113","updatePeriodType","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.updatePeriodType;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","96","5","96","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19114","updatePeriods","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.updatePeriods;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","97","5","98","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19104","deviceId","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.deviceId;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","99","5","100","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19115","broadcastAddress","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.broadcastAddress;Ljava/lang/String;","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","101","5","102","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19116","port","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.port;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","103","5","104","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19117","timeout","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.timeout;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","105","5","106","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19118","segTimeout","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.segTimeout;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","107","5","108","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19119","segWindow","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.segWindow;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","109","5","110","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19120","retries","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.retries;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","111","5","112","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19121","covSubscriptionTimeoutMinutes","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.covSubscriptionTimeoutMinutes;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","113","5","114","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19122","maxReadMultipleReferencesSegmented","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.maxReadMultipleReferencesSegmented;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","115","5","116","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19123","maxReadMultipleReferencesNonsegmented","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.maxReadMultipleReferencesNonsegmented;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","117","5","118","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19167","serialVersionUID","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.serialVersionUID;J","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","319","5","319","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19173","version","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO.version;I","L6952","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPDataSourceVO.java","320","5","320","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19188","remoteDeviceIp","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.remoteDeviceIp;Ljava/lang/String;","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","65","5","66","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19190","remoteDevicePort","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.remoteDevicePort;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","67","5","68","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19191","networkNumber","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.networkNumber;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","69","5","70","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19192","networkAddress","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.networkAddress;Ljava/lang/String;","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","71","5","72","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19193","remoteDeviceInstanceNumber","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.remoteDeviceInstanceNumber;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","73","5","74","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19194","objectTypeId","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.objectTypeId;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","75","5","75","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19195","objectInstanceNumber","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.objectInstanceNumber;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","76","5","77","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19196","propertyIdentifierId","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.propertyIdentifierId;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","78","5","78","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19197","useCovSubscription","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.useCovSubscription;Z","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","79","5","80","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19198","settable","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.settable;Z","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","81","5","82","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19199","writePriority","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.writePriority;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","83","5","84","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19200","dataTypeId","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.dataTypeId;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","85","5","85","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19248","serialVersionUID","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.serialVersionUID;J","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","287","5","287","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19254","version","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.version;I","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","288","5","288","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19239","OBJECT_TYPE_CODES","com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO.OBJECT_TYPE_CODES;Lcom/serotonin/mango/util/ExportCodes;","L7231","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\dataSource\bacnet\BACnetIPPointLocatorVO.java","398","5","398","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
